image_filename,label_id,x,y,w,h,confidence
200808264.jpg,5,7,177,190,305,0.99
200808264.jpg,5,510,446,167,152,0.99
200808264.jpg,5,345,93,62,56,0.99
200808264.jpg,5,197,323,79,118,0.99
200808264.jpg,6,246,271,189,220,0.99
200808264.jpg,6,296,207,141,44,0.99
200808264.jpg,6,543,61,240,83,0.99
200808264.jpg,6,313,146,85,63,0.99
200808264.jpg,6,153,97,60,68,0.99
200808264.jpg,6,244,364,150,118,0.99
200808264.jpg,6,563,76,141,58,0.99
200808265.jpg,9,76,240,292,280,0.99
200808266.jpg,4,73,-11,693,539,0.99
200808266.jpg,5,125,-18,643,488,0.99
200808266.jpg,5,468,5,84,68,0.99
200808267.jpg,6,34,415,324,184,0.99
200808267.jpg,6,543,304,247,296,0.99
200808267.jpg,9,137,-30,513,556,0.99
200808267.jpg,9,347,-5,352,427,0.99
200809012.jpg,6,37,27,262,281,0.99
200809012.jpg,6,268,74,471,299,0.99
200809012.jpg,6,7,100,264,275,0.99
200809012.jpg,6,304,68,83,99,0.99
200809012.jpg,6,506,346,227,144,0.99
200809012.jpg,6,291,425,393,167,0.99
200809012.jpg,6,423,362,349,159,0.99
200809013.jpg,3,124,143,91,41,0.99
200809013.jpg,3,157,107,95,48,0.99
200809013.jpg,4,378,188,229,235,0.99
200809013.jpg,4,248,190,178,158,0.99
200809013.jpg,4,396,107,227,187,0.99
200809013.jpg,5,90,139,140,140,0.99
200809013.jpg,5,102,236,161,130,0.99
200809013.jpg,5,87,198,157,129,0.99
200809013.jpg,5,110,265,143,163,0.99
200809013.jpg,5,157,107,95,48,0.99
200809013.jpg,6,236,190,171,77,0.99
200809013.jpg,6,108,242,133,66,0.99
200809013.jpg,7,122,144,88,44,0.99
200809013.jpg,7,95,245,153,63,0.99
200809013.jpg,8,242,196,167,144,0.99
20080905.jpg,2,758,277,49,54,0.99
20080905.jpg,13,223,-2,509,390,0.99
200809091.jpg,2,6,142,268,197,0.99
200809091.jpg,6,381,503,104,96,0.99
200809092.jpg,9,-32,50,842,228,0.99
200809092.jpg,13,-16,50,836,232,0.99
200809094.jpg,5,95,211,32,27,0.99
200809094.jpg,5,10,0,164,113,0.99
200809094.jpg,6,16,92,151,138,0.99
200809094.jpg,9,94,11,20,29,0.99
20080911.jpg,5,559,330,253,213,0.99
20080911.jpg,6,26,317,340,237,0.99
20080911.jpg,6,7,147,364,180,0.99
20080911.jpg,6,345,136,240,136,0.99
20080911.jpg,6,357,258,245,189,0.99
20080911.jpg,6,652,186,151,156,0.99
20080911.jpg,6,560,343,244,199,0.99
20080911.jpg,6,557,146,124,34,0.99
20080911.jpg,6,540,174,277,180,0.99
20080911.jpg,6,414,146,355,152,0.99
20080911.jpg,6,0,241,408,216,0.99
20080911.jpg,6,543,497,63,79,0.99
20080911.jpg,6,352,180,254,146,0.99
20080911.jpg,6,45,282,565,239,0.99
20080911.jpg,6,50,105,637,195,0.99
20080911.jpg,9,24,533,70,70,0.99
200809111.jpg,3,207,362,55,49,0.99
200809111.jpg,5,386,261,94,74,0.99
200809111.jpg,5,315,301,67,76,0.99
200809111.jpg,5,282,274,56,63,0.99
200809111.jpg,5,329,278,63,64,0.99
200809111.jpg,5,336,270,59,49,0.99
200809111.jpg,6,17,197,179,200,0.99
200809111.jpg,6,736,47,57,72,0.99
200809112.jpg,6,342,74,396,244,0.99
200809112.jpg,8,360,57,368,218,0.99
200809114.jpg,4,647,169,71,71,0.99
200809114.jpg,4,52,251,218,150,0.99
200809114.jpg,4,329,142,86,45,0.99
200809114.jpg,4,77,198,209,140,0.99
200809114.jpg,5,86,416,66,65,0.99
200809114.jpg,5,658,383,71,70,0.99
200809114.jpg,5,175,386,84,103,0.99
200809114.jpg,5,619,256,77,79,0.99
200809114.jpg,5,748,365,52,72,0.99
200809114.jpg,6,575,266,62,51,0.99
200809151.jpg,5,333,212,142,199,0.99
200809151.jpg,5,-10,347,240,246,0.99
200809151.jpg,5,323,138,131,148,0.99
200809151.jpg,5,306,111,131,125,0.99
2008092211.jpg,5,50,173,359,194,0.99
2008092211.jpg,5,563,234,52,69,0.99
2008092211.jpg,6,665,328,128,60,0.99
200809222.jpg,4,242,372,99,70,0.99
200809225.jpg,4,739,317,64,49,0.99
200809225.jpg,4,449,394,105,43,0.99
20081001.jpg,5,86,88,50,66,0.99
20081001.jpg,5,63,176,55,63,0.99
20081001.jpg,5,104,60,34,23,0.99
20081001.jpg,5,198,65,19,32,0.99
20081001.jpg,6,0,29,82,130,0.99
20081001.jpg,9,133,63,41,15,0.99
20081001.jpg,9,134,58,42,15,0.99
20081002.jpg,5,100,194,44,55,0.99
20081002.jpg,5,128,213,38,32,0.99
20081002.jpg,5,124,51,668,481,0.99
20081105.jpg,10,63,12,204,232,0.99
20081105.jpg,13,42,20,217,223,0.99
2008110512.jpg,5,43,14,722,580,0.99
2008110512.jpg,7,-1,213,146,106,0.99
2008110512.jpg,13,72,33,672,554,0.99
2008110514.jpg,1,111,340,405,257,0.99
2008110514.jpg,8,110,341,383,243,0.99
2008110515.jpg,4,205,285,307,187,0.99
2008110515.jpg,6,409,326,217,204,0.99
2008110519.jpg,4,139,280,85,64,0.99
2008110519.jpg,5,314,233,156,191,0.99
2008110519.jpg,6,213,528,128,73,0.99
2008110519.jpg,6,358,506,115,82,0.99
2008110519.jpg,7,500,136,132,86,0.99
200811053.jpg,4,203,155,42,20,0.99
200811053.jpg,4,228,108,80,79,0.99
200811053.jpg,4,139,65,24,31,0.99
200811053.jpg,4,123,11,48,76,0.99
200811053.jpg,8,212,156,28,17,0.99
200811058.jpg,4,169,349,71,51,0.99
200811058.jpg,5,556,244,46,61,0.99
200811058.jpg,5,347,279,35,45,0.99
200811058.jpg,6,207,370,104,100,0.99
200811058.jpg,6,15,354,76,81,0.99
200811058.jpg,6,413,201,74,91,0.99
200811058.jpg,6,305,496,150,90,0.99
200811058.jpg,6,89,371,80,52,0.99
200811058.jpg,6,405,408,87,57,0.99
200811058.jpg,6,34,433,339,156,0.99
200811058.jpg,8,409,201,89,89,0.99
200811059.jpg,7,434,242,116,106,0.99
200811111.jpg,4,534,36,211,187,0.99
200811111.jpg,5,-5,3,105,98,0.99
200811118.jpg,2,444,331,167,143,0.99
200811118.jpg,6,183,78,336,393,0.99
200811118.jpg,6,439,107,199,246,0.99
200811118.jpg,6,447,304,168,145,0.99
200811118.jpg,6,458,38,191,144,0.99
200811118.jpg,6,136,6,215,171,0.99
200811118.jpg,6,510,49,148,93,0.99
200811118.jpg,6,182,30,323,225,0.99
200811121.jpg,5,415,250,45,46,0.99
200811122.jpg,2,124,127,25,20,0.99
200811122.jpg,3,72,118,35,27,0.99
200811122.jpg,3,105,84,21,18,0.99
200811122.jpg,3,123,126,26,23,0.99
200811122.jpg,3,28,103,56,44,0.99
200811122.jpg,5,133,140,34,33,0.99
200811122.jpg,5,26,98,56,46,0.99
200811122.jpg,5,124,127,25,20,0.99
200811122.jpg,6,-1,153,93,49,0.99
200811122.jpg,6,58,146,70,30,0.99
200811123.jpg,3,45,392,95,98,0.99
200811123.jpg,3,485,101,48,32,0.99
200811123.jpg,4,48,182,66,36,0.99
200811123.jpg,4,508,374,61,41,0.99
200811123.jpg,5,201,410,106,73,0.99
200811123.jpg,5,401,93,60,81,0.99
200811123.jpg,5,347,81,54,79,0.99
200811123.jpg,5,275,361,108,105,0.99
200811123.jpg,5,291,252,96,126,0.99
200811123.jpg,5,308,184,96,119,0.99
200811123.jpg,5,278,308,103,122,0.99
200811123.jpg,5,525,453,88,25,0.99
200811123.jpg,5,43,397,105,82,0.99
200811123.jpg,8,38,229,279,207,0.99
200811123.jpg,8,413,74,64,23,0.99
200811127.jpg,3,52,184,466,302,0.99
200811127.jpg,5,51,163,437,318,0.99
200811128.jpg,4,113,74,26,28,0.99
200811128.jpg,5,24,154,61,53,0.99
200811128.jpg,5,96,117,35,73,0.99
200811128.jpg,5,2,80,73,118,0.99
200811128.jpg,6,163,169,22,21,0.99
200811141.jpg,4,8,268,339,179,0.99
200811144.jpg,3,325,159,128,134,0.99
200811144.jpg,5,326,161,129,130,0.99
200811149.jpg,4,94,87,576,506,0.99
200811149.jpg,11,51,69,631,533,0.99
200811149.jpg,12,84,75,565,531,0.99
200811152.jpg,6,34,328,764,251,0.99
200811152.jpg,6,62,145,743,369,0.99
200811152.jpg,6,282,357,514,177,0.99
200811152.jpg,6,372,182,418,177,0.99
200811152.jpg,6,64,200,438,137,0.99
200811155.jpg,1,56,50,645,519,0.99
200811155.jpg,4,71,54,612,513,0.99
200811155.jpg,12,69,30,621,540,0.99
200811164.jpg,4,16,26,625,377,0.99
200811164.jpg,5,30,15,592,405,0.99
200811165.jpg,2,403,268,74,32,0.99
200811165.jpg,2,390,280,99,33,0.99
200811165.jpg,5,464,400,46,75,0.99
200811165.jpg,5,371,331,63,65,0.99
200811173.jpg,5,419,257,83,85,0.99
200811173.jpg,9,268,273,58,20,0.99
200811173.jpg,13,334,250,79,93,0.99
200811173.jpg,13,424,253,80,85,0.99
200811184.jpg,5,109,39,667,554,0.99
2008111911.jpg,3,198,275,185,138,0.99
2008111911.jpg,3,337,166,95,62,0.99
2008111911.jpg,3,227,166,110,65,0.99
2008111911.jpg,3,215,196,133,71,0.99
2008111911.jpg,4,348,270,79,42,0.99
2008111911.jpg,5,67,284,122,106,0.99
2008111911.jpg,5,335,165,98,63,0.99
2008111911.jpg,5,349,269,78,44,0.99
2008111914.jpg,4,20,82,798,529,0.99
2008111914.jpg,8,32,86,777,503,0.99
2008111918.jpg,4,28,43,48,47,0.99
2008111918.jpg,5,484,73,116,89,0.99
2008111918.jpg,5,179,61,25,37,0.99
2008111918.jpg,5,200,11,44,61,0.99
2008111919.jpg,3,53,63,593,406,0.99
2008111919.jpg,7,93,69,520,369,0.99
2008111923.jpg,6,565,198,81,79,0.99
2008111923.jpg,6,517,246,54,42,0.99
200811204.jpg,3,545,252,73,63,0.99
200811204.jpg,5,11,129,269,187,0.99
200811204.jpg,6,186,324,230,152,0.99
200811212.jpg,5,331,239,47,22,0.99
200811212.jpg,5,319,246,23,21,0.99
200811212.jpg,13,476,4,165,207,0.99
20081122.jpg,5,432,180,74,102,0.99
20081122.jpg,5,199,212,91,115,0.99
20081122.jpg,5,512,206,86,107,0.99
20081122.jpg,8,215,347,249,135,0.99
20081122.jpg,8,12,99,107,80,0.99
20081122.jpg,8,440,342,176,139,0.99
20081122.jpg,8,254,284,195,126,0.99
20081122.jpg,8,33,86,102,73,0.99
20081122.jpg,8,-2,81,88,54,0.99
20081122.jpg,8,258,292,133,71,0.99
20081122.jpg,8,128,46,73,46,0.99
20081122.jpg,8,332,172,60,49,0.99
20081122.jpg,8,328,306,124,91,0.99
20081122.jpg,8,41,88,94,39,0.99
20081122.jpg,8,3,90,53,57,0.99
20081122.jpg,8,58,293,192,139,0.99
20081122.jpg,8,17,81,115,32,0.99
20081122.jpg,8,36,251,166,147,0.99
200811221.jpg,4,7,229,145,123,0.99
200811221.jpg,6,-13,76,197,177,0.99
200811221.jpg,8,222,198,383,206,0.99
200811221.jpg,8,252,247,109,82,0.99
2008112210.jpg,4,6,4,185,132,0.99
2008112210.jpg,8,14,8,172,129,0.99
2008112210.jpg,11,10,0,178,137,0.99
200811224.jpg,3,234,196,118,126,0.99
200811224.jpg,5,440,330,164,150,0.99
200811224.jpg,5,359,259,141,187,0.99
200811224.jpg,5,166,40,55,69,0.99
200811224.jpg,5,91,44,85,73,0.99
200811224.jpg,5,122,37,73,71,0.99
200811224.jpg,5,48,23,125,92,0.99
200811224.jpg,6,206,31,99,67,0.99
200811224.jpg,8,374,109,272,205,0.99
200811224.jpg,8,101,14,67,44,0.99
2008112312.jpg,4,449,208,71,44,0.99
2008112312.jpg,5,340,218,92,74,0.99
2008112312.jpg,6,318,269,325,169,0.99
2008112312.jpg,6,35,298,240,150,0.99
2008112312.jpg,6,534,356,91,72,0.99
2008112312.jpg,6,504,119,56,44,0.99
2008112312.jpg,6,363,129,110,115,0.99
2008112312.jpg,6,272,285,259,140,0.99
2008112313.jpg,6,79,31,72,55,0.99
2008112319.jpg,2,256,357,138,128,0.99
2008112319.jpg,6,38,150,726,379,0.99
2008112319.jpg,6,15,217,522,369,0.99
2008112319.jpg,7,265,370,118,105,0.99
2008112325.jpg,13,-2,40,71,81,0.99
2008112325.jpg,13,0,8,70,52,0.99
2008112325.jpg,13,-9,71,78,42,0.99
2008112329.jpg,5,136,11,472,388,0.99
2008112334.jpg,3,169,398,61,28,0.99
2008112334.jpg,3,180,319,50,31,0.99
2008112334.jpg,4,552,251,54,41,0.99
2008112334.jpg,5,249,306,60,32,0.99
2008112334.jpg,5,178,322,53,27,0.99
2008112334.jpg,9,176,354,52,20,0.99
2008112334.jpg,9,169,376,60,23,0.99
2008112334.jpg,9,133,362,32,21,0.99
2008112334.jpg,9,170,362,61,22,0.99
2008112334.jpg,9,144,364,38,18,0.99
2008112336.jpg,5,153,345,136,147,0.99
2008112336.jpg,6,44,536,66,56,0.99
2008112336.jpg,8,346,363,150,81,0.99
200811236.jpg,4,18,68,586,416,0.99
200811236.jpg,5,42,36,527,457,0.99
20081124.jpg,4,30,66,156,72,0.99
20081124.jpg,8,52,72,144,65,0.99
2008112410.jpg,3,288,250,402,287,0.99
2008112410.jpg,3,47,56,622,483,0.99
2008112410.jpg,5,-4,-20,495,469,0.99
2008112410.jpg,5,58,60,593,485,0.99
2008112410.jpg,9,511,31,133,75,0.99
200811246.jpg,12,17,-32,647,621,0.99
200811246.jpg,13,-22,-10,606,499,0.99
200811247.jpg,5,37,314,214,151,0.99
200811247.jpg,6,66,389,106,88,0.99
200811254.jpg,3,21,248,116,86,0.99
200811254.jpg,3,232,199,76,46,0.99
200811254.jpg,3,93,241,91,47,0.99
200811254.jpg,4,50,348,145,134,0.99
200811254.jpg,4,103,281,122,90,0.99
200811254.jpg,4,186,122,74,46,0.99
200811254.jpg,5,258,390,114,93,0.99
200811254.jpg,5,165,365,106,118,0.99
200811254.jpg,5,110,359,138,128,0.99
200811254.jpg,5,385,116,65,69,0.99
200811254.jpg,5,169,312,117,73,0.99
200811254.jpg,5,226,382,108,97,0.99
200811254.jpg,5,39,342,146,138,0.99
200811254.jpg,5,222,203,86,44,0.99
200811254.jpg,5,208,54,76,67,0.99
200811254.jpg,5,93,245,90,47,0.99
200811254.jpg,8,188,126,70,39,0.99
200811254.jpg,8,255,337,90,58,0.99
200811254.jpg,8,94,274,121,90,0.99
200811255.jpg,3,49,201,31,40,0.99
200811255.jpg,10,-7,131,329,324,0.99
200811255.jpg,13,-11,181,342,295,0.99
200811256.jpg,1,18,253,617,252,0.99
200811256.jpg,4,-41,261,673,207,0.99
200811256.jpg,8,324,10,324,190,0.99
200811257.jpg,3,336,164,46,39,0.99
200811257.jpg,3,53,308,41,44,0.99
200811257.jpg,7,333,163,50,41,0.99
200811257.jpg,13,78,-12,269,302,0.99
200811257.jpg,13,1,34,33,48,0.99
2008112610.jpg,13,132,0,379,309,0.99
2008112611.jpg,5,124,163,433,218,0.99
2008112611.jpg,13,144,147,411,254,0.99
2008112613.jpg,3,107,6,151,62,0.99
2008112613.jpg,4,0,45,607,393,0.99
2008112613.jpg,4,210,257,65,30,0.99
2008112613.jpg,5,13,95,94,131,0.99
2008112613.jpg,7,142,20,100,52,0.99
2008112613.jpg,11,16,20,572,445,0.99
2008112616.jpg,2,343,224,59,73,0.99
2008112620.jpg,3,60,189,110,90,0.99
2008112620.jpg,5,-9,-5,184,246,0.99
2008112620.jpg,7,61,196,104,85,0.99
2008112620.jpg,13,-6,5,179,259,0.99
200811265.jpg,2,186,408,63,90,0.99
200811265.jpg,3,307,232,35,42,0.99
200811265.jpg,3,272,277,38,60,0.99
200811265.jpg,4,229,530,64,115,0.99
200811265.jpg,5,188,408,66,81,0.99
200811265.jpg,5,251,8,63,96,0.99
200811265.jpg,5,270,277,38,61,0.99
200811265.jpg,5,309,48,34,53,0.99
200811265.jpg,6,336,263,49,51,0.99
200811265.jpg,7,184,417,64,64,0.99
200811266.jpg,2,13,366,105,98,0.99
200811266.jpg,3,79,303,69,57,0.99
200811266.jpg,6,184,352,534,254,0.99
200811266.jpg,6,209,273,121,87,0.99
200811266.jpg,6,196,139,129,210,0.99
200811266.jpg,6,220,300,100,50,0.99
200811267.jpg,6,627,367,149,88,0.99
200811267.jpg,13,157,-14,632,418,0.99
200811268.jpg,4,11,22,225,178,0.99
200811268.jpg,5,416,326,52,78,0.99
200811269.jpg,6,61,394,356,96,0.99
20081127.jpg,3,-12,-14,373,317,0.99
20081127.jpg,6,262,189,359,235,0.99
20081127.jpg,6,471,5,188,168,0.99
20081127.jpg,6,375,219,50,91,0.99
200811272.jpg,4,-17,32,604,544,0.99
200811272.jpg,5,-20,-8,493,513,0.99
200811276.jpg,13,122,183,431,304,0.99
200811281.jpg,4,107,117,61,56,0.99
200811281.jpg,5,106,119,58,54,0.99
200811281.jpg,6,242,19,245,118,0.99
2008112913.jpg,5,140,170,155,195,0.99
2008112913.jpg,5,304,159,123,167,0.99
2008112913.jpg,5,186,175,157,176,0.99
2008112914.jpg,6,270,158,46,67,0.99
200811292.jpg,4,245,162,38,65,0.99
200811292.jpg,5,196,433,66,102,0.99
200811292.jpg,5,129,353,60,99,0.99
200811292.jpg,6,236,183,135,345,0.99
200811292.jpg,10,130,354,67,89,0.99
2008112925.jpg,5,233,281,64,37,0.99
2008112925.jpg,8,518,431,50,41,0.99
2008112925.jpg,8,475,414,49,42,0.99
2008112925.jpg,8,555,444,90,40,0.99
2008112925.jpg,8,539,438,52,38,0.99
2008112925.jpg,8,487,420,50,41,0.99
2008112925.jpg,9,444,163,89,16,0.99
2008112925.jpg,13,461,0,176,190,0.99
2008112928.jpg,3,522,101,115,132,0.99
2008112928.jpg,3,327,239,46,39,0.99
2008112928.jpg,4,252,227,69,39,0.99
2008112928.jpg,5,116,265,65,73,0.99
2008112928.jpg,5,254,261,69,89,0.99
2008112928.jpg,5,182,227,58,65,0.99
2008112928.jpg,5,437,212,75,94,0.99
2008112928.jpg,5,121,206,57,59,0.99
2008112928.jpg,5,319,283,58,75,0.99
2008112928.jpg,5,370,217,66,100,0.99
2008112928.jpg,5,369,303,76,72,0.99
2008112928.jpg,5,180,282,63,59,0.99
2008112928.jpg,5,441,225,74,139,0.99
2008112928.jpg,5,353,225,72,127,0.99
2008112928.jpg,5,378,223,77,137,0.99
2008112928.jpg,5,418,221,73,138,0.99
2008112928.jpg,5,436,288,79,95,0.99
2008112928.jpg,5,317,241,75,114,0.99
2008112928.jpg,8,248,220,76,46,0.99
2008112931.jpg,3,92,188,59,40,0.99
2008112931.jpg,5,68,206,96,121,0.99
2008112931.jpg,6,103,30,510,393,0.99
2008112931.jpg,8,7,287,144,96,0.99
2008112934.jpg,5,413,175,163,247,0.99
200811294.jpg,5,12,199,133,79,0.99
200811296.jpg,5,158,324,170,158,0.99
200811296.jpg,5,99,160,115,180,0.99
200811296.jpg,5,430,127,122,156,0.99
20081130.jpg,5,164,195,66,74,0.99
20081130.jpg,5,88,260,86,160,0.99
20081130.jpg,6,227,284,139,154,0.99
200811301.jpg,4,11,206,406,274,0.99
200811301.jpg,5,203,333,228,145,0.99
200811301.jpg,6,120,374,107,73,0.99
200811301.jpg,8,57,220,321,219,0.99
2008113010.jpg,5,199,1,68,40,0.99
2008113010.jpg,5,281,15,70,57,0.99
2008113010.jpg,8,434,20,201,221,0.99
2008113016.jpg,3,307,189,142,154,0.99
2008113016.jpg,4,445,187,112,54,0.99
2008113016.jpg,4,216,249,64,51,0.99
2008113016.jpg,4,247,193,56,57,0.99
2008113016.jpg,4,441,236,98,130,0.99
2008113016.jpg,6,2,201,235,227,0.99
2008113016.jpg,6,64,264,201,165,0.99
2008113016.jpg,8,317,273,121,71,0.99
2008113018.jpg,4,75,9,69,56,0.99
2008113018.jpg,4,301,133,91,41,0.99
2008113018.jpg,5,96,146,46,59,0.99
2008113018.jpg,6,330,365,105,123,0.99
2008113018.jpg,8,299,104,84,31,0.99
2008113019.jpg,3,421,397,100,74,0.99
2008113019.jpg,7,446,228,148,107,0.99
2008113021.jpg,4,336,261,65,64,0.99
2008113021.jpg,5,71,186,76,96,0.99
2008113021.jpg,5,72,197,80,178,0.99
2008113021.jpg,5,239,300,90,186,0.99
2008113021.jpg,5,246,259,69,61,0.99
2008113021.jpg,5,448,387,67,90,0.99
2008113026.jpg,5,545,225,86,129,0.99
2008113026.jpg,13,-16,-13,287,443,0.99
2008113028.jpg,2,338,-7,280,129,0.99
2008113028.jpg,5,339,-10,249,128,0.99
2008113028.jpg,5,92,24,372,500,0.99
2008113028.jpg,13,88,115,348,376,0.99
2008113030.jpg,2,209,10,116,128,0.99
2008113030.jpg,4,478,111,67,46,0.99
2008113030.jpg,4,480,63,67,57,0.99
2008113030.jpg,4,477,131,68,49,0.99
2008113030.jpg,5,238,161,220,234,0.99
2008113031.jpg,5,277,2,351,365,0.99
2008113032.jpg,5,266,152,160,214,0.99
2008113032.jpg,5,253,234,99,84,0.99
2008113032.jpg,5,122,211,110,97,0.99
2008113032.jpg,5,230,301,156,185,0.99
2008113032.jpg,5,254,196,139,130,0.99
2008113032.jpg,5,106,299,136,186,0.99
2008113039.jpg,5,481,356,97,120,0.99
2008113039.jpg,5,211,314,64,76,0.99
2008113039.jpg,5,22,322,70,64,0.99
2008113039.jpg,8,164,253,63,45,0.99
2008113039.jpg,8,186,192,78,30,0.99
2008113039.jpg,8,-20,347,80,78,0.99
2008113039.jpg,8,2,320,76,91,0.99
200811306.jpg,6,181,377,92,109,0.99
200811306.jpg,7,61,96,101,72,0.99
200811309.jpg,5,115,286,248,173,0.99
200811309.jpg,6,79,140,305,143,0.99
200811309.jpg,9,230,307,62,42,0.99
200812025.jpg,3,167,72,34,22,0.99
200812025.jpg,3,107,249,56,25,0.99
200812025.jpg,4,146,160,52,48,0.99
200812025.jpg,5,345,199,30,45,0.99
200812025.jpg,5,146,160,52,48,0.99
200812025.jpg,5,291,191,53,36,0.99
200812025.jpg,5,26,217,43,37,0.99
200812025.jpg,5,298,163,46,38,0.99
200812025.jpg,6,256,85,41,31,0.99
